label,sum_1,sum_2,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16
4,0,11,26,0,0,37,28,10,20,49,47,3,1,13,41,0
4,0,10,42,14,6,50,43,5,2,16,42,4,0,0,25,0
4,0,4,46,0,0,37,25,6,17,49,48,21,14,35,50,5
4,0,16,36,11,2,52,20,30,16,57,52,1,0,13,31,0
4,0,20,53,16,10,59,45,19,3,32,53,10,0,0,38,0
4,0,7,42,0,0,28,28,26,20,55,49,13,11,23,44,0
4,0,27,16,0,1,45,1,0,15,29,45,7,7,42,52,5
4,0,19,23,5,4,35,26,13,10,44,51,8,0,5,32,0
4,0,42,22,0,12,53,30,1,8,60,40,11,1,43,0,0
4,0,33,22,0,7,40,42,1,12,46,44,10,0,24,13,0
4,0,15,33,20,7,53,30,30,9,35,58,11,0,2,44,0
4,0,38,2,0,6,56,40,9,2,38,47,0,0,37,17,0
4,0,5,44,0,0,22,42,9,20,59,56,2,3,16,52,0
4,0,30,27,0,5,52,2,0,24,48,41,9,3,45,49,0
4,0,17,35,0,3,52,45,2,16,53,61,14,0,10,47,0
4,0,18,25,0,1,46,23,3,11,51,57,6,0,1,50,0
4,0,41,8,0,16,46,30,19,6,31,59,5,0,23,31,0
4,0,4,45,0,0,24,48,6,25,61,60,4,5,8,50,0
4,0,41,14,0,10,56,23,12,3,43,59,3,0,27,38,0
4,0,10,30,0,0,30,13,0,5,52,41,0,18,43,53,4
4,0,25,28,0,10,50,19,23,27,48,52,10,0,19,37,0
4,0,3,51,0,0,38,28,1,12,61,57,15,0,0,51,1
4,0,19,22,0,1,39,11,21,25,41,47,9,13,29,33,0
4,0,33,16,0,7,40,4,6,10,48,53,9,0,18,31,0
4,0,40,12,0,11,46,35,26,0,32,44,0,0,31,19,0
4,0,16,26,0,0,32,29,13,14,54,53,2,0,15,43,0
4,0,16,25,0,4,40,25,7,6,45,57,5,0,1,30,0
4,0,7,46,0,2,47,35,9,14,40,58,10,0,0,46,0
4,0,35,17,0,5,50,25,9,12,48,54,2,0,23,31,0
4,0,11,29,1,1,38,21,16,7,42,53,7,0,0,32,0
4,0,25,10,14,2,32,24,8,21,45,51,2,3,19,14,0
4,0,26,35,16,5,53,48,15,8,38,51,7,0,18,20,0
4,0,40,13,0,5,52,23,9,26,48,57,4,2,40,24,0
4,0,7,42,0,2,42,25,18,19,59,56,14,1,13,54,0
4,0,17,32,0,1,44,9,6,26,51,49,12,5,25,47,0
4,0,35,21,21,9,50,47,22,6,39,43,5,0,26,14,0
4,0,31,21,0,9,47,25,25,24,52,54,4,2,22,35,0
4,0,24,27,0,5,49,17,22,17,54,60,10,0,15,36,0
4,0,12,20,1,0,34,25,11,18,58,61,8,0,0,28,0
4,0,29,22,0,5,43,23,22,18,54,55,3,0,20,27,0
4,0,15,28,0,0,39,7,0,17,42,42,0,8,32,35,0
4,0,29,24,5,4,44,38,2,26,60,61,8,0,25,18,0
4,0,15,22,1,1,42,30,10,11,43,59,4,0,5,31,0
4,0,30,26,3,8,48,34,20,6,48,59,6,0,14,34,0
4,0,27,17,8,7,53,27,33,4,34,60,9,0,18,28,0
4,0,23,27,0,7,42,7,6,10,48,60,20,0,7,44,1
4,0,37,13,0,5,37,46,0,28,59,62,9,1,36,19,0
4,0,21,28,0,8,47,14,28,28,45,47,5,2,27,37,0
4,0,23,28,7,3,39,38,3,24,57,57,9,0,21,23,0
4,0,10,35,0,0,45,11,2,22,55,58,15,7,12,56,1
4,0,12,27,0,3,43,15,8,18,46,50,2,0,8,34,0
4,0,6,42,2,0,46,10,0,9,47,49,10,0,18,56,1
4,0,21,26,0,6,44,28,14,21,49,53,14,0,11,36,0
4,0,14,29,0,2,44,17,4,9,55,50,5,0,17,41,0
4,0,19,25,0,0,34,32,0,12,52,56,8,5,20,22,0
4,0,38,12,0,8,36,25,6,6,44,44,0,0,22,20,0
4,0,33,19,0,7,58,43,21,1,19,53,6,0,20,36,0
4,0,25,19,0,7,36,6,10,20,48,51,9,2,14,39,0
4,0,30,17,0,8,40,11,16,19,49,53,5,0,15,33,0
4,0,9,40,0,4,46,18,4,23,53,63,5,0,1,49,0
4,0,23,17,0,1,42,7,0,20,46,45,3,15,40,34,1
4,0,12,18,0,0,37,0,0,16,40,42,0,15,36,45,0
4,0,33,5,33,0,48,22,34,0,27,58,6,0,23,20,0
4,0,22,25,4,0,41,26,25,23,58,56,1,0,21,34,0
4,0,29,28,16,10,49,47,19,5,43,51,7,0,17,31,0
4,0,31,27,7,9,41,43,6,7,52,57,8,0,23,29,0
4,0,8,40,0,0,35,26,4,20,57,50,11,9,31,56,0
4,0,9,30,0,1,44,12,1,11,41,58,10,0,0,43,0
4,0,13,29,0,2,47,18,25,24,57,60,11,0,7,56,0
4,0,38,2,0,6,48,41,2,8,55,62,11,0,28,26,0
4,1,39,0,0,12,49,41,9,0,18,46,0,0,41,7,0
4,0,21,29,0,1,47,9,11,22,57,49,16,4,24,56,0
4,0,22,28,0,6,45,17,22,28,51,52,5,1,24,41,0
4,0,19,34,0,3,54,32,16,11,41,63,11,0,11,46,0
4,0,25,7,0,4,37,16,3,16,45,53,7,0,21,25,0
4,0,15,31,0,0,43,46,0,17,60,59,11,1,19,41,0
4,0,16,30,0,0,35,14,0,14,52,49,3,12,34,43,1
4,0,13,35,0,6,46,17,15,14,48,56,12,0,0,41,0
4,0,28,27,7,6,60,41,24,3,28,56,7,0,11,35,0
4,0,6,23,0,0,34,21,8,7,47,55,7,0,0,47,0
4,0,30,22,9,10,50,41,22,0,19,50,3,0,15,23,0
4,0,13,35,0,5,41,34,3,8,48,58,11,0,4,37,0
4,0,31,21,23,10,53,45,21,5,18,43,3,0,20,13,0
4,0,42,3,33,0,46,48,9,0,11,25,0,0,28,1,0
4,0,23,13,0,4,42,21,0,9,43,57,2,0,14,28,0
4,0,39,8,22,7,50,41,16,0,13,38,1,0,27,5,0
4,0,8,38,0,1,42,10,3,20,42,47,10,6,27,41,0
4,0,9,31,0,0,31,43,6,23,57,57,2,15,32,52,0
4,0,23,26,2,5,41,12,32,28,46,50,6,5,29,42,0
4,0,12,37,0,0,39,31,18,15,51,51,13,5,28,49,1
4,0,52,0,0,0,48,9,5,0,49,29,30,4,46,36,43
4,0,50,4,0,10,55,26,6,2,44,54,6,0,42,18,0
4,0,27,25,0,5,55,0,0,2,45,63,8,0,7,42,0
4,0,0,37,0,0,11,37,0,18,53,59,1,9,24,53,0
4,0,10,39,0,1,43,16,17,19,44,49,13,4,16,46,1
4,0,13,29,3,1,37,9,36,28,38,41,11,21,30,36,0
4,0,24,25,0,0,44,4,0,28,50,50,0,8,36,39,0
4,0,1,50,0,0,34,28,3,11,49,45,7,15,24,51,5
4,0,37,21,0,9,62,42,11,0,14,61,8,0,16,52,0
4,0,22,25,0,5,50,24,3,3,40,58,4,0,2,38,0
4,0,9,31,0,1,42,20,13,7,37,55,4,0,2,38,0
4,0,24,37,23,9,55,49,4,3,43,46,2,0,12,39,0
4,3,44,15,27,6,53,52,3,0,41,21,0,2,42,0,0
4,0,34,18,7,10,37,42,3,17,52,60,9,0,25,13,0
4,0,18,37,0,5,51,18,10,13,53,54,7,0,7,54,0
4,0,48,6,40,3,58,52,20,0,21,41,0,0,41,6,0
4,0,17,36,25,2,46,22,33,23,48,59,8,0,8,31,0
4,0,33,24,0,13,39,20,9,12,48,60,4,0,19,35,0
4,0,30,15,0,4,46,12,0,4,46,53,0,0,12,36,0
4,0,30,21,0,0,47,37,0,14,51,58,15,6,37,41,0
4,0,16,28,0,4,37,22,8,16,49,57,10,0,2,38,0
4,0,44,3,8,5,56,32,35,0,37,51,3,0,34,17,0
4,0,38,10,6,9,44,23,31,2,32,52,2,0,23,22,0
4,0,22,35,0,0,43,19,1,14,55,50,9,12,35,48,0
4,0,11,38,0,0,42,18,0,27,49,56,0,5,23,45,0
4,0,30,19,2,1,59,35,34,0,19,54,2,0,19,23,0
4,0,8,29,0,1,40,14,9,16,42,48,2,0,14,37,0
4,0,15,27,8,3,45,39,14,15,35,46,8,0,10,21,0
4,0,24,26,0,7,48,29,26,10,49,59,2,0,20,25,0
4,0,32,14,27,9,42,36,12,10,41,48,10,0,20,17,0
4,0,37,2,0,17,25,25,17,6,42,45,1,0,25,20,0
4,0,5,38,0,0,41,14,11,18,32,40,6,28,34,46,0
4,0,1,47,0,0,33,22,16,14,42,43,11,16,32,51,2
4,0,19,27,7,7,41,30,21,12,47,54,7,0,8,30,0
4,0,24,31,17,11,43,31,25,12,53,55,7,0,11,28,0
4,0,24,15,0,0,39,42,0,8,53,57,12,5,37,36,3
4,0,38,18,16,14,47,49,14,3,37,42,2,0,24,17,0
4,0,2,50,0,0,39,36,4,11,49,59,15,0,0,55,5
4,0,44,15,0,11,33,52,11,8,54,38,2,0,36,7,0
4,0,11,35,0,2,45,6,0,15,45,51,6,2,25,47,0
4,0,23,23,4,4,39,41,6,36,49,45,0,0,15,28,0
4,0,15,58,7,11,51,52,3,11,40,57,11,0,0,41,0
4,2,50,8,39,13,49,42,26,1,36,43,2,0,41,5,0
4,0,32,20,0,8,49,39,3,6,35,55,13,0,28,30,0
4,0,4,30,0,0,33,29,4,8,52,47,4,0,8,45,2
4,0,2,39,0,0,35,42,4,15,45,46,1,9,32,51,4
4,0,10,32,0,0,31,27,12,23,59,55,6,7,11,42,0
4,0,16,35,2,6,42,21,22,23,54,55,11,0,6,36,0
4,0,34,35,20,8,52,48,24,1,29,46,3,0,18,21,0
4,0,38,11,0,8,48,22,5,0,32,52,1,0,32,16,0
5,0,51,36,1,0,40,25,0,0,11,32,0,2,34,39,0
5,1,54,39,0,22,58,11,0,7,20,44,0,0,40,33,0
5,4,47,48,0,14,33,7,0,0,17,41,7,0,33,42,5
5,0,53,50,16,13,46,20,0,4,23,44,0,0,45,35,0
5,5,46,44,9,12,39,3,0,4,26,41,0,0,36,33,0
5,4,52,39,5,6,55,24,0,1,20,49,10,0,33,35,0
5,0,51,35,0,17,59,23,0,1,2,37,0,0,36,31,0
5,0,36,49,5,7,37,1,0,0,25,48,2,0,26,43,4
5,3,55,59,6,0,43,7,0,0,21,28,0,3,61,17,0
5,0,35,30,5,10,29,24,2,7,29,34,9,0,20,26,0
5,0,50,59,3,0,40,9,0,0,20,25,0,4,61,18,0
5,5,50,50,4,18,59,14,0,1,3,40,0,1,39,35,0
5,0,50,39,2,1,55,12,0,0,7,39,0,2,42,43,0
5,0,44,35,6,6,55,13,0,0,1,37,0,0,41,32,0
5,3,57,44,0,0,56,8,0,0,16,45,0,4,46,44,0
5,6,52,53,6,20,42,2,0,0,39,25,0,0,40,17,0
5,6,46,48,10,14,41,4,0,0,19,45,0,0,30,35,0
5,4,57,47,9,14,35,8,0,5,57,18,0,0,40,17,0
5,0,31,53,36,4,47,13,0,10,40,59,2,0,19,26,0
5,0,36,58,46,0,35,33,0,0,8,56,0,0,24,39,0
5,0,49,46,6,8,54,4,0,0,9,49,0,3,47,34,0
5,0,48,45,8,13,58,21,0,3,4,37,0,0,44,34,0
5,2,47,48,11,1,49,10,0,0,1,42,0,0,25,23,0
5,1,48,59,18,18,48,2,0,0,33,32,0,0,43,18,0
5,3,51,44,6,22,60,21,0,1,3,49,1,0,42,44,0
5,0,43,32,0,0,23,32,7,0,4,4,21,0,39,42,19
5,5,53,41,8,15,53,17,0,0,6,45,0,7,40,45,0
5,1,53,44,10,5,55,34,1,0,5,30,12,0,37,44,2
5,0,45,47,3,8,27,0,0,2,38,33,1,2,41,42,2
5,0,49,48,3,5,53,5,0,2,26,27,0,3,48,14,0
5,3,59,47,2,20,44,6,0,6,32,45,0,0,34,53,0
5,15,61,38,5,10,57,16,3,0,39,16,0,2,52,11,0
5,11,48,36,0,20,35,11,0,2,24,40,19,0,26,52,21
5,1,40,35,6,13,33,1,0,1,30,40,0,0,29,45,0
5,0,34,41,3,17,30,0,0,3,40,12,0,0,26,23,0
5,3,39,40,0,10,50,39,1,2,12,25,17,0,21,44,9
5,8,48,34,0,14,48,1,0,0,16,40,4,0,27,41,3
5,0,42,51,3,15,50,0,0,8,39,31,0,0,35,31,0
5,5,46,36,0,14,50,34,0,0,0,33,9,0,41,36,2
5,3,46,39,16,6,50,20,0,1,15,35,0,0,35,24,0
5,0,58,46,5,7,59,34,0,0,0,40,6,0,43,41,0
5,2,53,39,4,10,43,6,0,0,9,35,0,0,34,33,0
5,10,58,44,4,12,52,17,0,0,7,43,7,2,41,47,19
5,14,56,50,9,12,35,0,0,0,50,3,0,6,59,5,0
5,2,49,35,7,10,49,18,0,6,21,51,3,0,35,39,1
5,12,47,41,2,2,48,25,0,0,2,29,17,0,46,45,4
5,1,48,36,0,11,23,0,0,0,35,0,0,0,39,8,0
5,1,50,49,11,0,50,12,2,0,3,46,2,0,38,33,0
5,0,52,42,19,14,58,33,0,5,7,41,0,0,33,36,0
5,9,55,41,4,10,52,27,0,4,17,43,8,4,36,32,0
5,8,53,45,7,23,21,0,0,2,42,11,0,4,48,35,0
5,7,47,56,5,13,58,35,1,3,3,34,9,5,40,44,6
5,0,47,38,12,5,33,1,0,2,18,34,0,2,36,30,0
5,2,48,34,4,10,43,40,6,0,0,18,15,0,37,34,0
5,9,51,43,15,18,51,20,0,0,9,49,2,0,35,50,4
5,0,36,46,16,3,55,3,0,0,13,51,0,0,21,24,0
5,2,55,52,15,0,41,3,0,0,7,41,0,6,43,18,0
5,0,49,32,0,0,52,10,0,0,32,43,0,0,38,38,0
5,0,49,35,0,5,44,20,0,9,26,41,10,0,37,32,1
5,0,50,46,3,10,47,14,0,5,25,39,0,0,44,38,0
5,1,50,42,0,4,38,40,3,0,0,21,19,0,42,49,15
5,0,45,37,0,0,51,17,0,0,14,29,0,0,38,39,0
5,2,58,45,12,19,52,13,0,2,17,49,0,0,56,31,0
5,0,47,37,0,0,46,16,0,0,12,38,4,0,33,50,1
5,3,47,30,4,0,47,16,0,0,5,39,0,10,36,37,0
5,3,56,40,6,10,56,21,0,0,5,46,5,0,40,28,0
5,0,41,28,0,0,51,19,0,0,16,38,0,0,38,40,0
5,9,49,39,6,8,48,20,0,2,19,37,12,2,32,41,6
5,0,46,44,8,10,61,19,0,0,0,33,0,0,31,25,0
5,1,50,40,0,0,47,14,0,0,28,40,0,0,31,41,0
5,0,51,40,7,0,48,18,0,0,0,32,0,5,39,35,0
5,0,46,60,6,1,54,19,0,1,10,46,3,3,46,50,0
5,5,56,56,23,17,53,11,0,8,36,28,0,0,40,7,0
5,3,43,39,8,9,52,24,0,2,9,32,0,0,32,26,0
5,1,46,36,3,4,49,32,0,0,0,29,5,3,46,35,0
5,2,57,38,4,0,47,6,3,0,31,16,0,4,56,17,0
5,0,41,42,2,7,52,24,0,0,8,34,15,0,33,47,4
5,0,53,47,0,3,58,19,0,0,19,45,0,0,38,53,0
5,3,57,34,0,2,51,17,0,0,5,34,15,0,43,53,18
5,0,55,42,0,5,53,10,0,0,24,42,0,0,39,47,0
5,11,52,54,10,18,47,2,0,0,25,40,0,0,55,40,0
5,0,46,62,39,0,38,22,0,0,9,55,1,0,30,25,0
5,0,51,46,16,5,56,12,0,2,16,48,4,2,38,30,0
5,9,52,40,4,12,44,8,0,6,27,46,0,2,39,37,0
5,0,51,53,0,0,54,16,0,0,15,46,0,0,57,41,0
5,5,47,47,16,18,57,17,0,1,3,32,0,0,41,17,0
5,3,49,37,0,11,55,45,6,0,0,12,16,0,39,45,5
5,18,60,47,5,12,38,4,1,0,40,11,0,8,51,11,0
5,1,44,50,7,8,46,3,0,0,10,44,0,0,26,24,0
5,7,51,38,2,15,53,7,0,1,23,23,0,0,31,24,0
5,0,46,51,5,0,49,31,2,0,19,47,13,0,28,47,2
5,2,57,41,0,3,44,1,0,0,28,15,0,0,51,21,0
5,6,49,37,5,8,47,28,0,0,4,30,7,4,39,47,5
5,11,53,54,11,14,43,1,0,0,24,33,0,0,45,55,1
5,0,42,57,31,0,44,46,1,0,2,51,1,0,24,31,0
5,0,38,35,14,8,44,34,0,1,8,26,10,7,33,30,1
5,0,43,49,2,2,39,0,0,0,37,30,0,0,32,49,0
5,0,49,55,12,1,62,41,2,5,25,42,8,0,33,45,2
5,0,51,27,0,0,49,33,2,0,7,26,12,0,28,45,3
5,1,50,49,6,0,44,8,0,2,37,46,2,11,48,36,0
5,4,53,48,7,13,51,15,1,4,26,49,6,0,39,41,2
5,8,42,35,0,13,47,27,0,1,4,36,14,1,36,46,8
5,0,32,32,13,7,41,9,0,2,16,31,11,0,28,40,2
5,1,47,46,0,7,57,4,0,0,43,23,0,0,41,40,0
5,0,40,44,0,0,45,42,2,0,5,21,19,0,29,39,19
5,0,38,49,10,16,50,24,1,1,17,49,16,0,18,49,5
5,10,46,35,1,16,49,34,0,0,0,27,12,2,39,43,7
5,1,44,32,0,10,53,7,0,3,33,34,0,0,48,31,0
5,0,41,39,0,0,44,24,2,0,15,36,11,0,29,38,1
5,2,52,50,0,5,57,25,0,0,14,32,20,0,39,48,12
5,16,57,56,12,16,39,0,0,0,48,0,0,0,50,0,0
5,4,52,51,10,21,29,0,0,0,40,5,0,0,45,8,0
5,1,61,53,2,18,41,0,0,7,54,10,0,0,57,18,0
5,8,58,45,7,7,56,20,0,2,30,58,1,3,54,45,0
5,0,43,33,4,4,46,24,0,0,0,21,9,0,34,35,2
5,15,59,55,8,15,41,9,0,0,26,30,0,4,49,31,0
5,4,58,41,0,11,59,13,0,3,18,37,0,0,46,33,0
5,1,37,32,0,14,50,8,0,2,16,35,0,0,9,51,1
5,0,51,26,0,2,49,23,0,0,3,18,10,4,31,37,2
5,6,51,36,2,6,45,4,0,5,32,47,3,0,32,43,1
5,0,52,35,0,0,52,9,0,0,26,29,0,0,34,36,0
5,2,55,39,22,5,50,45,2,7,10,27,15,5,44,44,7
5,0,50,43,0,0,53,25,0,0,3,36,0,0,29,45,0
5,10,54,41,3,13,53,11,0,0,6,43,0,4,56,29,0
5,1,46,50,14,10,38,1,0,1,46,25,0,0,24,34,0
5,1,47,37,0,14,42,0,0,0,27,47,0,0,35,32,0
5,3,38,31,8,8,38,15,0,3,14,30,6,2,35,30,2
5,0,46,35,2,12,53,38,2,0,3,26,11,0,18,47,1
5,0,39,36,17,3,46,28,0,0,6,33,2,0,33,31,0
5,0,43,42,0,0,50,17,0,0,11,39,0,0,44,35,0
5,0,56,54,5,0,37,20,0,0,2,40,0,1,41,36,0
5,4,47,31,8,3,46,32,0,1,1,19,14,7,41,35,2
5,4,56,47,8,5,41,0,0,2,25,26,0,10,43,32,0
5,0,46,46,12,5,49,37,1,2,13,31,11,0,31,44,4
5,2,48,43,10,13,53,37,2,0,4,33,12,3,46,37,2
5,0,39,40,0,0,50,44,0,0,0,20,19,2,43,51,13
5,2,50,44,0,13,59,17,0,1,3,42,0,0,36,32,0
5,1,46,48,7,13,49,15,0,2,6,33,0,0,37,16,0
5,0,45,40,4,6,37,0,0,3,25,39,1,0,37,40,0
5,0,38,49,11,0,38,18,0,0,7,43,2,0,29,34,0
5,3,49,45,10,0,36,14,0,0,0,36,3,0,30,36,3
5,0,41,56,20,18,43,2,0,3,45,44,0,0,35,40,0
5,2,48,51,18,18,52,17,0,0,18,49,0,0,22,42,0
5,3,58,46,2,12,52,12,0,1,17,35,0,0,49,25,0
5,0,44,37,7,8,55,18,0,0,2,45,2,0,23,30,0
5,16,58,43,0,15,28,0,0,0,44,1,0,0,56,6,0
5,1,53,46,0,0,48,2,0,0,17,24,0,0,43,28,0
5,0,41,39,6,12,48,17,0,3,22,40,0,0,19,30,0
5,0,44,43,4,10,51,5,0,1,17,46,4,0,34,44,4
5,0,48,54,15,5,57,47,0,2,19,43,3,0,31,41,0
5,4,57,51,0,11,41,4,0,3,30,38,0,0,49,37,0
5,0,54,36,0,0,40,3,0,0,17,25,0,0,31,37,0
5,5,45,44,12,10,49,16,0,0,0,27,0,0,40,14,0
5,7,40,37,0,18,34,0,0,0,16,30,0,0,28,49,1
5,0,53,48,11,9,54,24,0,2,21,42,6,0,45,48,2
5,7,49,40,0,11,58,25,0,3,11,49,1,0,38,33,0
5,0,51,36,0,7,61,50,2,0,0,25,11,0,38,37,1
5,0,43,32,9,3,54,31,0,3,9,25,11,0,37,42,2
5,0,47,34,8,7,55,28,0,1,5,34,10,5,36,45,2
5,13,46,33,0,23,20,0,0,0,25,21,0,0,30,51,1
5,0,47,51,0,0,46,2,0,0,30,17,0,0,51,30,0
5,10,56,43,2,11,56,29,0,0,0,33,0,0,35,33,0
5,7,49,46,0,28,42,3,0,0,16,41,0,0,43,35,0
5,3,54,41,4,13,57,32,0,6,14,36,0,0,45,45,0
5,8,58,53,7,5,36,0,0,0,40,0,0,4,52,0,0
5,13,48,36,2,13,51,22,0,0,1,38,12,0,46,42,1
5,5,41,36,10,8,43,22,0,0,4,33,10,0,31,44,7
5,4,48,16,0,8,53,25,4,0,31,19,0,0,40,21,0
5,0,38,38,12,1,36,3,0,11,32,37,0,4,42,29,0
5,2,59,42,0,0,42,5,0,0,10,32,0,0,42,35,0
5,4,44,32,4,11,45,21,0,1,1,37,0,2,38,38,0
5,0,40,45,0,0,47,41,3,0,9,22,17,2,38,41,13
5,0,50,33,0,8,50,27,0,0,2,35,11,0,30,49,8
5,12,60,42,3,11,39,0,0,0,24,20,0,0,45,29,0
5,0,54,49,0,0,40,1,0,0,26,22,0,0,55,19,0
5,5,54,45,0,1,50,6,0,0,27,25,0,0,48,16,0
5,0,45,44,11,12,56,44,1,0,2,38,6,0,25,36,0
5,0,35,34,10,4,54,47,8,1,1,25,4,0,22,23,0
5,1,47,39,6,12,53,27,0,0,0,31,0,0,30,27,0
5,9,46,38,0,17,42,13,1,0,20,43,0,0,42,41,0
5,3,54,38,0,20,52,5,0,0,14,42,0,0,40,27,0
5,0,54,34,5,0,18,35,2,1,3,10,16,8,35,38,4
5,2,40,35,14,5,44,41,3,0,0,31,10,4,44,39,0
5,15,57,43,2,25,43,5,0,1,24,40,0,0,44,32,0
5,0,46,30,0,0,35,44,2,1,9,12,25,2,40,44,32
5,0,45,40,3,3,51,32,0,7,33,46,1,0,36,41,0
5,3,59,46,0,13,35,1,0,7,40,31,0,0,42,35,0
6,0,29,24,0,0,49,10,0,0,54,36,15,0,30,45,22
6,0,36,34,0,3,53,0,0,8,42,45,22,0,38,47,37
6,0,18,32,0,0,50,3,0,1,62,48,5,0,27,46,12
6,8,51,14,0,23,19,5,0,15,53,43,17,1,53,33,32
6,0,32,4,0,0,42,0,0,0,51,34,11,0,33,41,30
6,0,27,26,0,0,49,0,0,0,57,37,13,0,27,37,27
6,0,37,14,0,0,40,0,0,2,56,35,18,0,38,44,19
6,1,50,0,0,12,35,0,0,20,47,55,18,6,50,43,21
6,0,28,7,0,0,42,8,0,3,56,32,15,0,35,34,34
6,0,36,6,0,8,46,3,0,11,57,47,10,0,37,53,7
6,0,36,0,0,2,42,6,0,5,54,38,19,0,40,42,14
6,0,40,1,0,6,34,3,0,12,49,46,6,0,37,47,15
6,3,38,0,0,5,37,0,0,13,55,45,9,0,52,40,6
6,0,28,32,0,0,42,13,0,0,52,44,6,0,36,47,5
6,0,26,38,0,3,39,0,0,12,39,19,1,0,30,50,21
6,0,36,22,0,2,44,6,0,5,58,34,18,0,35,35,28
6,0,51,2,0,13,49,15,0,14,56,54,7,2,55,53,2
6,0,30,26,0,0,46,1,0,0,54,43,15,0,32,44,22
6,0,29,12,0,0,42,0,0,3,48,33,14,0,30,34,26
6,0,35,4,0,4,51,13,0,10,44,31,12,1,34,40,17
6,0,27,22,0,0,51,3,0,3,50,34,6,0,29,48,38
6,0,43,4,0,3,53,7,0,16,54,50,13,5,48,51,5
6,0,42,0,0,2,35,0,0,9,55,35,8,2,46,46,11
6,0,32,32,0,3,48,0,0,7,51,47,12,0,36,60,13
6,3,50,3,0,17,27,16,1,17,54,35,20,3,52,46,11
6,0,31,17,0,3,40,0,0,7,60,49,4,0,30,53,10
6,0,31,0,0,2,43,9,0,12,46,38,15,0,46,43,9
6,0,39,21,0,8,54,8,0,7,60,45,14,0,36,45,26
6,0,48,0,0,0,47,2,0,4,60,43,14,0,43,42,12
6,0,36,14,0,0,46,11,0,0,52,40,6,0,28,42,3
6,0,34,25,0,2,47,0,0,4,57,36,0,0,32,55,3
6,0,49,1,0,0,54,9,0,0,62,62,17,0,49,51,7
6,0,31,36,0,1,50,1,0,7,60,21,0,0,36,51,0
6,0,38,0,0,0,36,0,0,7,58,20,14,0,45,37,22
6,0,31,9,0,0,47,0,0,0,56,34,19,0,33,29,25
6,0,37,0,0,0,44,5,0,5,61,53,15,0,46,57,16
6,0,35,11,0,5,43,29,3,5,38,13,23,0,29,37,14
6,0,32,30,0,0,52,10,0,4,63,49,24,0,34,38,34
6,0,39,23,0,5,36,0,0,5,57,45,16,0,40,48,24
6,0,41,26,0,7,25,0,0,11,53,36,6,0,47,51,12
6,0,38,22,0,3,48,0,0,7,48,47,10,0,31,49,23
6,0,40,17,0,6,42,0,0,11,53,47,8,0,33,56,5
6,0,29,15,0,0,42,10,0,2,57,33,20,0,30,41,30
6,0,29,21,0,4,55,11,0,2,43,27,14,0,26,41,25
6,0,21,36,0,0,43,21,0,0,53,6,0,0,30,54,0
6,0,32,31,0,0,56,2,0,1,54,34,1,0,32,54,32
6,0,42,38,0,4,41,12,0,6,53,44,10,0,38,47,5
6,1,33,35,0,2,52,1,0,4,57,45,10,0,36,51,31
6,0,39,0,0,0,43,0,0,4,57,36,2,2,49,56,14
6,0,31,7,0,0,38,0,0,0,49,31,8,0,29,31,32
6,0,37,4,0,1,46,10,0,5,55,36,14,0,33,43,21
6,0,26,16,0,0,42,2,0,0,47,36,18,0,33,45,33
6,0,36,0,0,11,37,0,0,13,55,54,6,1,44,44,5
6,0,29,28,0,1,48,2,0,6,62,51,6,0,35,44,7
6,0,44,36,0,4,63,8,1,4,45,18,23,0,33,38,13
6,0,41,27,0,3,51,10,0,2,49,39,14,0,34,50,19
6,0,31,0,0,0,39,3,0,6,52,37,18,0,36,47,21
6,0,30,32,0,0,49,2,0,0,61,33,0,0,38,53,0
6,0,30,26,0,2,46,0,0,2,53,41,13,0,32,49,21
6,0,36,0,0,4,36,0,0,3,45,35,15,1,35,42,17
6,0,35,9,0,0,37,0,0,7,54,44,7,0,29,49,13
6,0,41,5,0,13,28,0,0,13,47,60,7,2,53,50,9
6,0,36,6,0,2,47,9,0,2,49,29,18,0,31,39,31
6,0,32,28,0,0,53,9,0,0,47,38,1,0,30,42,0
6,0,42,0,0,4,54,18,0,4,42,29,17,0,41,46,8
6,0,34,24,0,4,51,0,0,12,61,36,3,0,37,51,18
6,0,41,20,0,5,32,0,0,4,42,36,8,0,38,47,27
6,0,49,5,0,13,34,1,0,18,53,48,18,4,51,41,27
6,0,33,16,0,2,35,7,0,2,52,30,18,0,34,41,15
6,0,34,31,0,13,37,4,0,10,33,43,11,0,32,50,11
6,1,40,0,0,6,27,0,0,10,52,52,8,1,51,55,8
6,0,27,11,0,2,45,10,0,8,53,32,16,0,31,38,26
6,2,46,0,0,16,34,0,0,14,50,40,12,3,50,54,23
6,0,35,32,0,4,34,0,0,9,42,35,3,1,39,53,27
6,0,37,9,0,4,46,5,0,5,51,17,13,0,36,40,19
6,0,37,0,0,7,45,20,0,12,41,31,13,0,40,40,15
6,0,37,0,0,2,42,5,0,3,55,36,14,0,28,37,23
6,0,23,34,0,0,51,2,0,0,58,60,15,0,36,47,17
6,0,35,39,0,0,55,20,0,0,52,38,23,0,36,50,12
6,0,42,0,0,4,48,6,0,3,58,55,10,0,51,53,6
6,0,28,18,0,0,39,0,0,0,50,41,3,0,27,46,6
6,0,27,22,0,0,36,0,0,0,53,37,1,0,25,45,11
